movie_id,actor_id,ord
2735359,23958,3
2001969,23962,3
2605110,23962,4
2606113,23962,4
2748729,23962,2
2419079,24107,2
2206175,24380,4
2587996,24380,4
2617829,24380,4
2643499,24380,4
2668763,24380,4
1589164,24380,4
2661183,24418,5
2410837,24445,2
1989886,24466,5
2240566,25004,4
2241978,25004,2
1942648,25092,2
2351085,25092,5
2485736,25092,2
2606011,25092,1
2687563,25092,4
2732676,25092,4
2740796,25092,4
1967895,25100,2
2182497,25100,5
2377293,25100,4
2467275,25100,1
2581603,25100,1
2636141,1237523,1
2648772,25296,2
2158796,25334,1
1860765,25443,2
2196124,25443,3
2484687,25443,4
2765926,25468,4
2067964,25540,1
2644298,25588,5
2610513,25708,2
2250521,26060,5
1933673,26110,3
2539371,26110,2
2315430,26226,4
2491193,26272,2
2251023,26457,2
2567623,1237533,5
2381723,26469,4
1856000,26886,5
2620307,26886,4
1923775,26999,4
2649134,27185,4
2525051,27223,5
1830373,27226,3
2160143,27226,4
2225933,27226,4
2474617,27226,5
2580456,27226,3
2611444,27226,5
2649253,27226,3
2651944,27226,3
198356,1237548,4
2199710,27353,5
198380,1237548,4
2134102,27376,5
2438930,27376,4
2506458,27376,3
2587597,27376,5
2615512,27376,1
2646258,27376,1
2629795,27423,5
2145980,27424,4
2005286,1237556,2
2664338,27785,5
2625635,27818,1
1831267,27847,5
1946276,27847,5
2456294,27959,4
2595704,27965,2
2636799,27965,4
1999487,27968,2
1072415,27968,3
2542872,28113,3
2429417,28169,4
2257548,28191,2
2150691,28358,5
2225748,28373,2
2544647,28859,3
2422711,28980,2
2448489,28980,4
2208011,29138,2
2420722,29446,1
2291096,30040,5
2520000,30045,2
2085033,30503,5
2361500,30758,1
2643734,30778,4
2668322,30778,5
2039745,30878,3
2616423,31217,4
2361500,31234,3
2361500,31243,5
1836017,31373,4
2744805,31373,5
1589049,31667,5
2105318,31940,1
2736527,31940,2
2699912,32179,3
2506455,32346,5
2610484,32438,5
1482656,32562,4
1946299,32683,3
2142447,32762,2
1955929,32775,4
2584267,32839,3
1832522,32890,2
1835124,32953,5
2582158,33011,1
2720046,33076,4
2108491,33090,1
2649115,33090,1
2671670,1237556,3
2687753,33090,2
2687755,33090,2
2687757,33090,2
2747578,33090,1
1831291,33238,1
1871076,33238,1
1872679,33238,1
1894731,33238,1
1932847,33238,1
2072712,33238,1
2441257,1237571,4
2062565,1237838,4
2273568,1237895,4
2167860,33238,2
2297838,33238,1
2313826,33238,1
2313877,33238,1
2368764,33238,1
2427581,33238,1
2505867,33238,2
2522277,33238,1
2523801,33238,1
2541164,33238,1
2557511,33238,1
2562773,33238,1
2606439,33238,1
2766596,33238,1
2604942,33272,5
1960688,33362,5
2270085,33540,3
2704150,33583,5
1936660,33846,2
2343011,33846,3
2457656,33846,4
2645787,33846,5
2625542,34026,1
2048079,34144,4
2331462,34169,2
2498078,1237895,5
1482656,1237895,4
2623033,35159,4
1841904,35257,4
2064982,35257,2
1985163,36473,5
2046175,36635,1
2320371,36723,4
2243817,36958,1
1955691,1238060,4
2252681,37251,3
2581354,37271,5
1870595,38523,5
2067103,38598,5
2206694,38716,1
2766056,38716,5
2272102,39020,1
2449849,39020,3
2122570,39033,2
2625224,39085,5
2178418,39739,5
2660399,39912,3
1976971,39988,4
1861952,40103,1
1853466,40335,3
1969795,40335,1
1969800,40335,1
2036624,40335,1
2144210,40335,2
2184798,40335,3
2331818,40335,2
2343446,40335,1
2400453,40335,3
2522264,40335,3
2656015,40335,1
2749156,40335,1
1868784,40767,5
1940000,40767,3
2103442,40767,5
2260454,40767,5
2324375,40767,5
2351453,40767,3
2392217,40767,4
2576010,40767,5
2641600,40767,5
2532554,40780,3
2316539,40783,4
2661183,40783,2
2531735,41020,4
2273198,41053,4
2660029,41598,5
1973240,42132,4
2291413,42132,3
2581614,42132,4
1072415,42132,3
2318310,42281,1
1900292,42460,5
2337888,42460,2
2597189,1238060,2
2174781,42480,3
2206126,42646,3
2130956,42939,1
2080070,43287,4
61019,43383,4
2334219,1238082,2
2617322,1238082,3
61019,43384,4
2634535,1238082,2
2139476,1238164,5
2620236,43751,4
2146353,43790,5
2464147,43844,2
2225748,44308,5
1969260,44317,5
2185203,44325,5
2309477,44325,5
2611084,44325,2
2654033,44325,4
2284133,44438,5
2323271,44438,3
2491854,44438,5
2066048,44547,1
2205720,44671,2
2029155,44912,4
1931458,45098,4
1941411,45098,2
2611231,45098,3
2761657,45098,4
2102005,45164,4
2683138,45205,5
2153942,45281,1
2170008,45362,5
2582158,45362,5
2090490,45456,3
2606333,45461,4
1967527,45540,2
1967534,45540,2
2203251,45540,4
1843943,45630,3
2593686,45630,3
2611320,45630,5
2648374,45630,5
2528010,45652,4
2470099,45857,5
2522412,45857,3
2313015,46390,5
2613034,46495,3
1072415,46580,3
1482656,46580,4
2716163,46660,5
2015560,46958,2
2355813,46958,3
2655323,46958,4
1841276,47072,2
2091924,47313,4
1918106,47433,4
2181279,48101,4
2643432,48793,1
2198563,48821,2
2649400,48821,1
2662664,1238195,5
2037869,48828,5
2584662,48828,3
1838910,48938,1
1899172,48938,4
1908565,48938,1
1926261,48938,1
1945758,48938,1
1981323,48938,1
1981645,48938,3
1990938,48938,2
2059365,48938,2
2078165,48938,2
2265568,48938,2
2371051,48938,1
2541873,48938,2
2556947,48938,4
2582745,48938,3
2606433,48938,2
2626318,48938,5
2635754,48938,2
2637991,48938,2
2643535,48938,1
2649167,48938,4
2713642,48938,3
2743422,48938,1
2743817,48938,1
2749156,48938,2
1958024,48953,1
2571746,48953,5
2755739,48953,4
1886564,48993,4
2124413,48993,5
2567394,48993,4
2640009,48993,4
2659724,48993,4
2669975,48993,3
2016443,49046,1
1819972,49057,4
1895927,49057,5
1899091,49057,1
2066460,49057,5
2175177,49057,4
2312662,49057,4
1818357,1238256,4
2339334,49057,5
2339801,49057,4
2427558,49057,4
2577120,49057,4
2589740,49057,4
2596038,49057,5
2613754,49057,2
2626764,49057,4
2630531,49057,4
2648403,49057,2
2670199,49057,4
2684527,49057,4
2445934,49091,2
2601015,49271,5
1999876,49395,4
2702929,49643,4
1896003,49701,3
2307669,50017,5
2676150,50050,5
2271822,50090,5
2028547,50109,2
2771600,50126,4
2142159,50487,2
2521344,50487,1
2605551,50487,3
2178896,50896,4
2759456,50925,2
2041238,1238256,3
2240880,51028,1
2361093,51028,5
1893788,51172,3
1818094,51457,1
2227471,51457,5
2255770,51457,3
2550092,51457,5
2625380,52106,2
2657668,52207,2
1902769,52218,3
2045812,52218,4
2235620,52218,5
2607871,52218,3
2209103,52283,4
1934731,52455,3
2474274,52461,4
1841330,52755,4
2630889,52755,3
1817651,52770,3
2066048,52770,2
2175129,52770,1
1877658,52994,4
2657668,53442,3
2426816,53449,5
2652716,53449,4
61019,53564,4
1072415,53581,3
2312740,53728,5
2608219,53859,5
2630227,53860,1
61019,53956,5
1482656,53956,4
2620726,54126,3
2261628,54305,4
61019,54416,4
1977728,54816,4
1933673,55000,1
2260209,55100,5
2405959,55106,1
1895651,55889,5
2359926,55889,2
2006525,55946,5
2401541,55946,2
2682760,55946,2
2700817,55946,4
2215603,55978,3
2122557,56080,2
2139178,56457,2
2303924,56876,5
2625536,57112,2
2625539,57112,1
2208011,57320,3
2317904,57558,5
2393798,58071,4
2042808,58368,5
2474617,58368,3
2178254,58535,5
2572295,58535,3
2765686,58831,5
2057864,58896,4
2474575,58896,5
2771315,58896,4
2202374,59470,3
1824186,59475,1
1826522,59475,2
1834440,59475,1
1890491,59475,1
1975345,59475,1
2082065,59475,1
2082066,59475,1
2082067,59475,1
2082086,59475,1
2082091,59475,1
2082101,59475,1
2082102,59475,1
2082104,59475,1
2082105,59475,1
2082107,59475,1
2124460,59475,1
2142405,59475,1
2153431,59475,2
2154113,59475,1
2154158,59475,1
2273509,59475,1
2273621,59475,1
2297660,59475,1
2305084,59475,1
2305085,59475,2
2305086,59475,2
2305113,59475,2
2305114,59475,2
2336742,59475,1
2343659,59475,1
2388597,59475,1
2403372,59475,1
2564809,59475,3
2573871,59475,1
2582000,59475,1
2587781,59475,1
2636137,1238312,3
2592763,59475,1
2607129,59475,1
1816746,1238313,1
1861595,1238313,1
2612797,59475,1
2629987,59475,2
2648136,59475,1
2648154,59475,1
2648159,59475,2
2665149,59475,1
2742102,59475,1
2750365,59475,2
1970335,59492,5
1928348,59957,2
1971645,59957,5
2015560,59957,1
2228492,59957,5
2354140,59957,5
2583542,59957,5
1589173,59957,5
1946092,60089,4
1966842,60422,5
2532956,60497,5
2722907,60574,5
2297838,60599,5
2066723,60601,4
2566894,60616,4
1810220,61077,3
2553945,61077,3
2318754,61110,5
2130062,61165,3
2705746,61266,2
2733203,61266,4
2228240,61342,3
2193161,61500,3
2446047,61500,3
2741448,61500,3
1891684,61568,2
2228330,61568,4
2505867,61568,5
2566894,61568,3
1922866,61608,1
2359241,62025,5
1072415,62073,3
2228844,62425,4
2135669,62791,2
1876131,62792,3
1950560,62792,1
2068271,62792,1
2114803,62792,4
2119954,62792,4
2129502,62792,3
2288781,62792,4
2317604,62792,5
2553087,62792,3
2589661,62792,5
2612928,62792,1
2616315,62792,2
2622123,62792,1
2647684,62792,3
2648606,62792,3
2651006,62792,1
2730890,62792,2
2072517,1238313,1
2086069,1238313,1
2045068,62797,1
2172034,62799,5
2362307,62799,1
2592065,62818,1
1854265,62912,1
1902724,62912,3
2195944,62912,2
2664589,62912,4
2675936,62912,3
2677375,62912,2
2749233,62912,3
1890565,62949,2
1980564,62949,3
2030017,62949,3
2381682,62949,5
2028221,62963,1
2611189,62963,1
2615106,62963,1
2223199,1238313,2
2629105,62963,1
2668763,62963,1
2032946,63316,5
2246538,63316,3
1817227,63321,2
2052360,63321,1
2097245,63321,4
2103186,63321,3
2319070,63321,2
2592478,63321,3
2606529,63321,3
2547218,63446,4
2614101,63562,3
2614105,63562,3
2320312,63741,2
2235740,63743,5
2036744,63781,5
2143880,63781,4
2580760,63781,3
2466465,63861,5
2466469,63861,2
2004147,63965,5
1072415,63984,3
1836165,64122,5
1941411,64122,4
2411378,64122,4
2604847,64122,3
1927428,64215,4
1959969,64215,3
2179378,64215,4
2452492,64215,5
2542289,64215,4
2588662,64215,4
2743317,64215,5
1809680,64237,4
1827411,64237,2
1920797,64237,5
1992896,64237,2
2005286,64237,3
2028623,64237,5
2081179,64237,2
2228216,64237,2
2332447,64237,3
2406300,64237,2
2417448,64237,2
2601652,64237,5
2632875,64237,3
2638275,64237,3
2644152,64237,1
2653900,64237,1
2202948,64312,1
61019,64361,4
2625370,64594,2
1898138,64624,5
2646349,64709,5
2630227,64780,3
1911757,64781,3
2159073,64781,5
2195917,64781,4
2670515,64781,4
1918485,64839,3
2015372,64839,5
2161165,64839,4
2342842,64839,4
1966808,64882,5
1843815,64934,2
2638293,64944,5
2379960,64969,5
1856184,65126,1
1871067,65126,5
1904661,65126,5
1972254,65126,1
1982918,65126,2
2046259,65126,2
2075885,65126,1
2150983,65126,3
2174388,65126,4
2176300,65126,3
2209265,65126,3
2209353,65126,3
2229520,65126,4
2290140,65126,4
2324336,65126,3
2348580,65126,4
2348943,65126,3
2474368,65126,5
2482785,65126,4
2562638,65126,5
2660129,65126,1
2672397,65126,3
2737052,65126,5
2761710,65126,4
2110513,65139,5
1920547,65315,2
2593931,65489,1
2372555,65507,3
2694491,65507,3
2012679,65527,3
2616334,65528,1
2651007,65528,2
2257871,65670,5
2286292,65670,3
2546309,65718,5
1072415,65910,3
2675072,66152,4
2041238,66204,5
2049283,66289,1
2367486,66289,2
2456902,66289,3
2257075,66302,2
2079511,66556,5
2487864,66829,4
2137334,66950,5
2254214,67502,5
2277273,67502,5
2361754,67502,5
1926769,67719,4
2148025,67722,3
2226512,67722,5
2260559,67722,4
2285768,67722,4
2537976,67722,3
2585294,67722,2
2648964,67722,1
2677952,67722,5
2632510,67756,4
1843290,67809,3
2759451,67809,4
2243880,67895,5
2282059,68331,5
2361404,68870,4
1899361,68982,5
2234092,68982,1
2766046,68982,2
2698547,69705,4
1670784,69705,4
2345029,69788,3
2755739,69788,5
1072415,70099,3
2531195,70149,3
2019059,70313,4
2439249,70313,1
1900225,70340,5
2648374,70498,4
1908319,70665,3
1908323,70665,5
2123688,70665,5
2332060,70665,4
2529089,70665,5
2120960,71089,4
2607812,71122,1
2264120,71258,4
2411353,71258,3
2575137,71258,5
2597107,71258,5
2059545,71442,4
2097249,71442,2
2139111,71442,5
2578134,71442,4
2671401,71442,5
2713400,71442,1
2665523,71540,1
1958502,71721,4
1812857,71832,2
2155957,71832,3
2211848,71832,2
2288334,71832,3
2410208,71832,3
2440769,71832,3
2443451,71832,3
2647401,71832,4
1884246,71919,5
2615151,72140,2
2770386,72189,1
1824536,72196,1
1922282,72196,2
1932872,72196,1
1947189,72196,1
1990118,72196,1
2046141,72196,2
2088376,72196,1
2093464,72196,5
2094118,72196,1
2105976,72196,2
2115986,72196,1
2156630,72196,2
2392475,72196,3
2471798,72196,2
2477769,72196,1
2487879,72196,1
2496687,72196,1
2506439,72196,1
2516396,72196,1
2558478,72196,1
2574097,72196,1
2343648,1238313,2
2459745,1238313,2
2580701,72196,1
2580947,72196,1
2607394,72196,1
2635846,72196,3
2653070,72196,1
2656262,72196,1
2660500,72196,5
2674519,72196,1
2685079,72196,1
2761022,72196,1
2762111,72196,1
2762180,72196,1
2767852,72196,1
1922453,72291,3
2265309,72291,5
2402021,72291,3
2584003,72291,2
2588727,72291,3
2593030,72291,4
2652696,72291,2
2747708,72291,3
2071203,72323,5
2100227,72323,3
2568597,72323,3
2606395,72323,4
1819359,72327,4
2063451,72327,1
2478379,72327,1
2609840,72327,1
2625536,72327,3
2625539,72327,3
2625542,72327,2
2665575,72327,5
2687744,72327,1
1816153,72328,2
2426138,72328,2
2625539,72375,4
1072415,72524,3
1482656,72524,4
2581599,73128,4
1854265,73178,2
2100170,73178,4
2589590,73178,4
1914265,73381,1
2021176,73381,3
2293637,73381,3
2457984,73381,4
2595706,73381,4
2613807,73381,3
2621841,73381,3
2657057,73381,4
2323603,73595,2
2415272,73620,4
2584811,73661,2
2640564,73661,2
2135687,73848,1
2281783,73848,5
2313988,73848,1
2371043,73848,4
2605418,73848,5
1900387,74066,1
2209354,74066,1
2209355,74066,3
2347800,74066,1
2493952,74066,5
2668016,74066,4
2479897,74433,5
2617069,74433,5
2307443,74462,4
1811401,74544,1
1830977,74544,5
1929761,74544,2
1932054,74544,1
2030371,74544,4
2059818,74544,5
2136186,74544,2
2174223,74544,4
2213849,74544,4
2335582,74544,1
2605101,74544,2
2610455,74544,3
2622604,74544,4
2625972,74544,5
2626930,74544,2
2649045,74544,3
2061736,74567,5
1589072,74567,5
1843815,74712,3
2128518,74738,3
1589143,74834,3
1946276,74887,3
1955688,74887,3
1955702,74887,3
2030520,74887,1
2099463,74887,3
2163152,74887,4
2312606,74887,1
2317392,74887,4
2351455,74887,2
2356995,74887,1
2411106,74887,5
2509482,74887,3
2530297,74887,4
2597162,74887,2
2607758,74887,3
2610506,74887,5
2610874,74887,5
2614910,74887,5
2633349,74887,3
2663774,74887,1
2680422,74887,5
2075908,75125,4
2182144,75125,2
2228218,75125,5
2322721,75125,3
2583042,75125,4
2624412,75125,1
2743317,75125,4
2294144,75265,1
2675889,75341,3
2105976,75401,4
2245082,75401,5
2595704,75401,3
2015839,75684,3
2156341,75684,5
2347775,75684,5
2604950,75684,4
2632548,75684,4
2644199,75684,3
2674773,75684,5
2761710,75684,5
2240193,75757,3
2600897,76001,2
1949998,76482,3
2041258,76482,4
2169212,76482,2
2253718,76482,5
2286243,76482,3
2433339,76482,3
2597107,76482,4
2527546,76602,5
1962236,76676,1
2015014,76934,1
1482656,76945,4
2550591,76947,2
2576430,76947,5
2605204,76947,5
2616096,76947,4
2639023,76947,5
2200838,77052,3
2488862,77179,4
61019,77300,4
1072415,77369,3
1854265,77413,3
2041844,77413,4
2086013,77413,5
2196573,77413,3
1870792,77514,5
1941576,77525,1
2203908,77525,3
2255770,77525,2
2314571,77525,2
2571876,77598,2
2332707,77733,2
1900225,77820,1
1900292,77820,3
2037508,77820,2
2408083,77820,3
2577193,77820,4
2550481,78363,5
2614257,78369,1
1929146,78413,2
2752582,78440,2
1935299,78565,4
2046285,78568,5
2335164,78568,3
2360992,78600,5
2643432,78807,2
2735195,78883,3
2458577,79145,5
2381965,79517,3
2715493,79517,3
2128747,79738,1
2584318,79738,5
2736517,79738,4
1813629,80475,1
1872679,80475,2
1975325,80475,4
2585741,1238313,4
2030370,80475,1
2616044,1238313,1
2038005,80475,1
2040408,80475,3
2115784,80475,2
2116078,80475,2
2129502,80475,4
2172422,80475,4
2354483,80475,1
2354486,80475,1
2356153,80475,1
2365744,80475,4
2379137,80475,2
2616396,1238313,1
2505024,80475,2
2536129,80475,2
2584885,80475,2
2610679,80475,1
2683644,80475,5
2688274,80475,2
2698468,80475,1
2639348,1238313,3
2590554,80542,2
2633281,80542,5
2280026,80625,4
2280029,80625,4
2280030,80625,4
2280031,80625,4
2280032,80625,4
2280034,80625,4
2280036,80625,4
2280037,80625,4
2665784,80646,4
1846390,80789,2
1856000,80789,2
1899051,80789,5
2034147,80789,1
2156555,80789,4
2209286,80789,2
2484517,80789,5
2541872,80789,3
2595260,80789,2
2598760,80789,1
2615905,80789,3
2619803,80789,5
1832522,80805,3
2366115,80829,2
2629458,80829,4
2292372,81095,5
1861073,81166,5
1866830,81166,5
2121990,81166,4
2127893,81166,3
2297624,81166,4
2356959,81166,2
2370687,81166,4
2649609,1238313,2
2652559,81166,5
2734844,1238359,5
2621854,1328492,4
2088715,1238438,1
2629301,1238599,1
2367825,1238711,4
1930378,1238755,5
2311734,1238903,5
2469999,1238935,3
2503292,1238969,5
1946233,1239246,5
2091408,1239246,2
2613494,1239246,2
2315923,1239387,2
2559450,1239572,1
1866643,1239680,5
1843956,1239746,1
1905229,1239746,1
1983353,1239746,5
2278788,81208,3
2384543,81346,3
61019,81613,4
1945137,81724,2
2679478,81724,1
2320127,1239746,2
2443915,82628,1
2163934,82887,3
2284133,82887,3
61019,82887,4
1072415,82887,3
1955104,83456,1
2636404,83669,3
2685501,83669,5
2472944,83850,4
2625539,84056,5
2625542,84056,3
1898037,84167,3
1859838,84187,3
1866698,84187,2
2460021,1239746,1
1963485,84187,3
2005993,84187,2
2032467,84187,1
2491594,1239746,3
2511745,84187,4
2610513,84187,3
2765704,84187,1
2081162,84656,5
2587597,84656,3
2116882,84826,3
1072415,84831,3
2312630,84838,5
2337888,84838,1
2583480,1239746,5
2458693,84838,4
2002530,84842,3
1945296,84854,2
2197189,84925,5
1826384,84949,4
1873830,84949,3
1894399,84949,1
2004417,84949,1
2025826,84949,4
2091525,84949,3
2094845,84949,1
2101986,84949,5
2103739,84949,4
2156811,84949,2
2351241,84949,2
2357085,84949,3
2451935,84949,3
2508521,84949,1
2522298,84949,1
2544389,84949,2
2553321,84949,4
2647247,84949,2
2691541,84949,1
2747798,84949,1
2756019,84949,5
2605204,84954,4
2351867,84974,3
2311164,85053,5
2116010,85185,4
2629193,85187,3
1875019,85338,3
1959979,85338,2
2511658,85338,5
2569547,85338,5
2595704,85338,4
2630531,85338,5
2673336,85338,3
1273970,85338,5
2324557,85414,5
2361660,85414,5
2388174,85414,5
2582851,85414,2
2638120,1239746,1
2046209,85535,2
2316113,85535,5
2597685,85811,2
2476359,85872,4
2199710,86103,3
2642575,1239746,5
2583450,86103,5
2371027,86135,1
1847041,86150,5
2612423,86150,5
2642743,86150,2
2662399,86158,5
2321254,86196,1
2491851,86231,4
2491193,86474,5
2679138,86474,4
2176256,86597,4
1072415,86726,4
2624495,86928,5
2417539,87030,4
2174781,87079,4
2756372,87700,3
2669098,87916,2
2614034,88017,1
2334702,88255,1
2314397,88285,5
2431025,88285,3
2431039,88285,5
2512273,88285,5
2616434,88703,5
2207788,88727,4
1919574,88737,3
1482656,88773,4
2647181,88796,3
2580337,89360,4
1936134,89367,1
2765855,89367,1
2172692,89487,4
2235929,90028,1
2630227,90035,5
2630230,90035,3
2077305,90198,4
1072415,90608,3
1858206,90689,4
2137962,90689,4
2589383,90689,3
2226793,90701,4
2398838,90701,3
2512349,90701,3
2597031,90701,4
2615151,90742,4
2124861,90772,4
2484538,90881,3
1874448,90912,1
1918105,90963,5
2117807,90963,5
1945888,90972,5
1955561,90972,2
2091815,90972,2
2123172,90972,5
2213608,90972,5
2276103,90972,3
2338318,90972,1
2598098,90972,4
2624722,90972,4
2637802,90972,3
2732027,90972,1
1882538,91116,4
2539539,91116,2
2631298,91116,1
2532554,91148,5
1976453,91265,5
1835124,91315,3
1905884,91383,3
2607092,91401,3
2207456,91484,5
2625536,91548,4
2625542,91548,4
2261783,91611,1
2460116,91611,5
2597208,91611,5
2646919,91611,2
1843074,91622,2
2145533,91622,4
2145702,91622,1
2231169,91622,5
2611801,91622,4
2706787,91622,2
2770123,91622,1
2609474,91696,3
1992363,91832,4
1999132,91832,5
2131141,91832,4
2581142,91832,4
2738923,91832,3
1981611,91888,2
1971585,92349,5
2365121,92349,1
1815761,92478,4
1842483,92478,3
1858789,92478,3
1968071,92478,5
2260456,92478,4
2627414,92478,2
2631020,92478,5
2255520,93488,4
2421358,93693,1
1989226,93696,2
2105340,93696,2
2353444,93696,2
2452952,93696,3
2501480,93696,5
1858213,93700,5
1902368,93700,1
1922056,93700,5
2059855,93700,4
2087514,93700,2
2105664,93700,3
2119954,93700,3
2197487,93700,3
2311384,93700,1
2317904,93700,2
2328075,93700,2
2469991,93700,2
2508521,93700,3
2563772,93700,5
2579848,93700,5
2599907,93700,2
2607664,93700,1
2609719,93700,3
2615643,93700,2
2651208,93700,1
2656841,1239746,1
2753409,93700,4
2139769,93768,4
2717499,93768,2
2348333,93796,3
61019,93893,4
2172154,93937,3
2663590,93987,1
1890863,94022,2
2091525,94022,4
2523040,94022,3
2655141,94022,5
1818155,94055,2
1861621,94055,1
1861840,94055,1
1898756,94055,1
1962757,1239813,2
2061823,94055,1
2066412,94055,1
2140269,94055,1
2368986,94055,1
2461925,94055,1
2464398,94055,3
2506021,94055,4
