id,title,yr,score,votes,director
2677955,Tillie's Punctured Romance,1914,7.4,2206,"Sennett, Mack"
1941428,Cabiria,1914,6.4,1680,"Pastrone, Giovanni"
2114333,Gertie the Dinosaur,1914,7.2,1491,"McCay, Winsor"
2225845,Kid Auto Races at Venice,1914,5.7,1239,"Lehrman, Henry"
2310045,Making a Living,1914,5.4,871,"Lehrman, Henry"
2211988,Judith of Bethulia,1914,7.9,804,"Griffith, D.W."
2648159,The Rounders,1914,6.3,752,"Chaplin, Charles"
2579819,The Avenging Conscience: or 'Thou Shalt Not Kill',1914,7.0,710,"Griffith, D.W."
1964434,Cinderella,1914,7.0,705,"Kirkwood, James"
2080084,Fantômas contre Fantômas,1914,6.6,695,"Feuillade, Louis"
1908080,Between Showers,1914,5.5,689,"Lehrman, Henry"
2639720,The Perils of Pauline,1914,7.8,686,"Gasnier, Louis J."
1826522,A Film Johnnie,1914,5.5,665,"Nichols, George"
1984562,"Cruel, Cruel Love",1914,5.4,585,"Nichols, George"
2305111,Mabel's Strange Predicament,1914,5.3,572,"Normand, Mabel"
2620021,The Knockout,1914,5.9,571,"Sennett, Mack"
2265336,Laughing Gas,1914,5.5,561,"Chaplin, Charles"
2655110,The Squaw Man,1914,6.3,558,"DeMille, Cecil B."
2564809,Tango Tangles,1914,5.3,543,"Sennett, Mack"
1951026,Caught in a Cabaret,1914,5.7,542,"Normand, Mabel"
2305105,Mabel's Married Life,1914,5.7,541,"Sennett, Mack"
2629987,The Masquerader,1914,5.9,531,"Chaplin, Charles"
2153834,His New Profession,1914,6.0,509,"Chaplin, Charles"
2268685,Le faux magistrat,1914,6.5,494,"Feuillade, Louis"
1822733,A Busy Day,1914,4.9,481,"Sennett, Mack"
2698253,Twenty Minutes of Love,1914,5.7,469,"Maddern, Joseph"
2153431,His Favorite Pastime,1914,4.9,468,"Nichols, George"
2673853,Those Love Pangs,1914,5.3,454,"Chaplin, Charles"
2602316,The Face on the Bar Room Floor,1914,5.1,443,"Chaplin, Charles"
2459326,Recreation,1914,5.0,434,"Chaplin, Charles"
2305100,Mabel's Busy Day,1914,5.5,422,"Sennett, Mack"
2036398,Dough and Dynamite,1914,5.9,405,"Chaplin, Charles"
2603183,The Fatal Mallet,1914,5.5,382,"Sennett, Mack"
2153792,His Musical Career,1914,5.9,379,"Chaplin, Charles"
2634777,The New Janitor,1914,5.9,366,"Chaplin, Charles"
2655333,The Star Boarder,1914,5.2,356,"Nichols, George"
2114993,Getting Acquainted,1914,5.5,347,"Chaplin, Charles"
1951113,Caught in the Rain,1914,5.6,333,"Chaplin, Charles"
2153923,His Prehistoric Past,1914,5.2,322,"Chaplin, Charles"
2305087,Mabel at the Wheel,1914,5.5,302,"Normand, Mabel"
2154058,His Trysting Place,1914,6.3,299,"Chaplin, Charles"
2153718,"His Majesty, the Scarecrow of Oz",1914,5.1,298,"Baum, L. Frank"
2113519,Gentlemen of Nerve,1914,5.6,296,"Chaplin, Charles"
2643145,The Property Man,1914,5.7,280,"Chaplin, Charles"
2638853,The Patchwork Girl of Oz,1914,5.8,225,"MacDonald, J. Farrell"
2015971,Det hemmelighedsfulde X,1914,6.7,211,"Christensen, Benjamin"
2626949,The Magic Cloak,1914,5.5,189,"MacDonald, J. Farrell"
2028539,Ditya bolshogo goroda,1914,6.8,158,"Bauer, Yevgeni"
1838101,A Trip to the Moon,1914,7.6,156,"Whitman, Vincent"
2186038,In the Land of the Head Hunters,1914,5.9,155,"Curtis, Edward S."
2667964,The Wishing Ring: An Idyll of Old England,1914,6.7,144,"Tourneur, Maurice"
2630000,The Massacre,1914,6.8,142,"Griffith, D.W."
1940041,By the Sun's Rays,1914,5.3,140,"Giblyn, Charles"
2305099,Mabel's Blunder,1914,5.6,125,"Sennett, Mack"
2273509,Leading Lizzie Astray,1914,6.0,118,"Arbuckle, Roscoe 'Fatty'"
1826709,A Flirt's Mistake,1914,5.5,117,"Nichols, George"
2082101,Fatty's Magic Pants,1914,5.3,103,"Arbuckle, Roscoe 'Fatty'"
1826735,A Florida Enchantment,1914,6.2,100,"Drew, Sidney"
1990933,Daisy Doodad's Dial,1914,6.1,90,"Trimble, Laurence"
2664587,The Virginian,1914,5.7,87,"DeMille, Cecil B."
2669284,The Wrath of the Gods,1914,5.8,86,"Barker, Reginald"
2576424,The Adventure of the Wrong Santa Claus,1914,5.6,84,"Seay, Charles M."
2147580,Her Friend the Bandit,1914,5.9,82,"Sennett, Mack"
2143867,Hearts and Diamonds,1914,5.6,79,"Baker, George D."
1837381,A Thief Catcher,1914,5.8,78,"Sterling, Ford"
1887795,Ayastefanos'taki Rus abidesinin yikilisi,1914,8.5,75,"Uzkinay, Fuat"
2158350,"Home, Sweet Home",1914,5.9,72,"Griffith, D.W."
2086511,Figures de cire,1914,6.4,62,"Tourneur, Maurice"
2572513,Tess of the Storm Country,1914,7.2,61,"Porter, Edwin S."
2612808,The Hazards of Helen,1914,6.9,58,"Hurst, Paul"
2321590,Max décoré,1914,6.1,51,"Linder, Max"
1860561,Ambrose's First Falsehood,1914,6.2,47,"Jones, F. Richard"
2707745,Uncle Tom's Cabin,1914,5.6,47,"Daly, William Robert"
2512543,Shot in the Excitement,1914,5.8,46,"Miller, Rube"
2064431,Engelein,1914,7.3,42,"Gad, Urban"
2610826,The Great Toe Mystery,1914,5.6,42,"Avery, Charles"
1825596,A Dog's Love,1914,6.4,41,"Harvey, Jack"
2395700,One Touch of Nature,1914,5.5,41,"Miller, Ashley"
2752582,Won in a Closet,1914,5.0,41,"Normand, Mabel"
2580923,The Bargain,1914,6.7,40,"Barker, Reginald"
1862933,Amor Pedestre,1914,7.3,40,"Perez, Marcel"
2321254,Maudite soit la guerre,1914,7.5,39,"Machin, Alfred"
2576409,The Adventure of the Hasty Elopement,1914,4.8,39,"Seay, Charles M."
2635676,The Noise of Bombs,1914,5.3,38,"Sennett, Mack"
2366429,Nemye svideteli,1914,6.1,38,"Bauer, Yevgeni"
1934708,Brute Force,1914,5.6,36,"Griffith, D.W."
1859163,Always Tell Your Wife,1914,7.1,36,"Bantock, Leedham"
2224437,Kes,1969,7.7,9529,"Loach, Ken"
2240302,L'anglais tel que Max le parle,1914,6.9,32,"Linder, Max"
2576221,The Active Life of Dolly of the Dailies,1914,6.2,30,"Edwin, Walter"
2581353,The Battle of the Sexes,1914,6.3,30,"Griffith, D.W."
2601853,The Exploits of Elaine,1914,6.5,28,"Seitz, George B."
2012679,Der Stolz der Firma,1914,5.8,28,"Wilhelm, Carl"
2321727,Max pédicure,1914,6.8,28,"Linder, Max"
2618680,The Jungle,1914,8.1,27,"Irving, George"
2010673,Der Hund von Baskerville,1914,4.9,26,"Meinert, Rudolf"
2733002,Wanted: An Heir,1914,2.5,25,"Neilan, Marshall"
2271822,Le roman d'un mousse,1914,7.6,24,"Perret, Léonce"
1828272,A Helpful Sisterhood,1914,5.9,24,"Brooke, Van Dyke"
2623565,The Life of General Villa,1914,7.0,23,"Cabanne, Christy"
2654928,The Spoilers,1914,6.7,22,"Campbell, Colin"
2583814,The Birth of a Nation,1915,6.9,13549,"Griffith, D.W."
2280026,Les vampires,1915,6.6,2475,"Feuillade, Louis"
2660834,The Tramp,1915,7.1,1539,"Chaplin, Charles"
2589873,The Cheat,1915,6.4,1461,"DeMille, Cecil B."
2589611,The Champion,1915,6.8,1017,"Chaplin, Charles"
2580760,The Bank,1915,6.7,890,"Chaplin, Charles"
2010308,Der Golem,1915,6.0,817,"Wegener, Paul"
1940022,By the Sea,1915,5.8,807,"Chaplin, Charles"
2153829,His New Job,1915,6.1,791,"Chaplin, Charles"
1839443,A Woman,1915,6.5,781,"Chaplin, Charles"
1832504,A Night Out,1915,6.0,761,"Chaplin, Charles"
1832456,A Night in the Show,1915,6.6,760,"Chaplin, Charles"
2753254,Work,1915,6.3,710,"Chaplin, Charles"
2186289,In the Park,1915,5.7,679,"Chaplin, Charles"
2506879,Shanghaied,1915,6.2,654,"Chaplin, Charles"
2432303,Pool Sharks,1915,5.7,621,"Middleton, Edwin"
2461545,Regeneration,1915,6.8,554,"Walsh, Raoul"
1947689,Carmen,1915,7.2,545,"DeMille, Cecil B."
1828876,A Jitney Elopement,1915,5.8,540,"Chaplin, Charles"
1937798,Burlesque on Carmen,1915,6.0,456,"Chaplin, Charles"
1822708,A Burlesque on Carmen,1915,6.1,452,"Chaplin, Charles"
2434588,Posle smerti,1915,6.4,427,"Bauer, Yevgeni"
1826807,A Fool There Was,1915,5.9,383,"Powell, Frank"
2153942,His Regeneration,1915,4.6,317,"Anderson, Gilbert M. 'Broncho Billy'"
2168740,Hypocrites,1915,6.0,231,"Weber, Lois"
2082107,Fatty's Tintype Tangle,1915,6.3,192,"Arbuckle, Roscoe 'Fatty'"
2082102,Fatty's New Role,1915,5.7,187,"Arbuckle, Roscoe 'Fatty'"
1854263,Alice in Wonderland,1915,6.4,174,"Young, W.W."
2249471,La folie du Docteur Tube,1915,5.7,173,"Gance, Abel"
2679672,Titanic,1915,5.9,165,"Mazzolotti, Pier Angelo"
2597812,The Dinosaur and the Missing Link: A Prehistoric Tragedy,1915,6.0,164,"O'Brien, Willis H."
2305085,Mabel and Fatty's Married Life,1915,5.7,164,"Arbuckle, Roscoe 'Fatty'"
1881755,Assunta Spina,1915,6.6,162,"Bertini, Francesca"
1854010,Alias Jimmy Valentine,1915,6.0,148,"Tourneur, Maurice"
1826939,A Free Ride,1915,5.1,147,"Wise Guy, A."
2617721,The Italian,1915,6.4,146,"Barker, Reginald"
2082091,Fatty's Faithful Fido,1915,6.0,144,"Arbuckle, Roscoe 'Fatty'"
2082067,Fatty and Mabel's Simple Life,1915,6.2,144,"Arbuckle, Roscoe 'Fatty'"
2305086,Mabel and Fatty's Wash Day,1915,6.1,137,"Arbuckle, Roscoe 'Fatty'"
2593441,The Coward,1915,6.2,136,"Barker, Reginald"
2082066,Fatty and Mabel at the San Diego Exposition,1915,5.8,123,"Arbuckle, Roscoe 'Fatty'"
2082104,Fatty's Plucky Pup,1915,6.3,120,"Arbuckle, Roscoe 'Fatty'"
2305114,"Mabel, Fatty and the Law",1915,5.1,115,"Arbuckle, Roscoe 'Fatty'"
2082086,Fatty's Chance Acquaintance,1915,6.0,108,"Arbuckle, Roscoe 'Fatty'"
2130062,Gryozy,1915,6.9,106,"Bauer, Yevgeni"
2305113,Mabel's Wilful Way,1915,6.2,104,"Sennett, Mack"
2300014,"Love, Speed and Thrills",1915,5.1,98,"Wright, Walter"
2039468,Dreamy Dud. He Resolves Not to Smoke.,1915,5.8,98,"Carlson, Wallace A."
2763083,Young Romance,1915,6.2,95,"Melford, George"
2573871,That Little Band of Gold,1915,5.5,95,"Arbuckle, Roscoe 'Fatty'"
2609283,The Golden Chance,1915,6.7,94,"DeMille, Cecil B."
2286333,Liliya Belgii,1915,6.8,92,"Starewicz, Wladyslaw"
2249954,La gelosia,1915,7.1,85,"Genina, Augusto"
2487886,Santa Claus vs. Cupid,1915,4.8,77,"Louis, Willard"
2318531,Martyrs of the Alamo,1915,5.9,72,"Cabanne, Christy"
1928278,Bout-de-Zan et l'embusqué,1915,5.7,69,"Feuillade, Louis"
2098424,Fox Trot Finesse,1915,6.0,65,"Drew, Sidney"
2299949,"Love, Loot and Crash",1915,5.5,64,"Griffin, Frank"
2336742,Miss Fatty's Seaside Lovers,1915,5.5,64,"Arbuckle, Roscoe 'Fatty'"
2269294,Le hasard et l'amour,1915,6.4,63,"Linder, Max"
2750365,Wished on Mabel,1915,5.9,61,"Arbuckle, Roscoe 'Fatty'"
1836738,A Submarine Pirate,1915,5.5,60,"Avery, Charles"
2644625,The Raven,1915,5.8,59,"Brabin, Charles"
2692570,Trilby,1915,6.1,59,"Tourneur, Maurice"
2305084,Mabel and Fatty Viewing the World's Fair at San Francisco,1915,5.6,58,"Normand, Mabel"
2624957,The Lone Game,1915,5.0,56,"Taylor, Edward C."
2628584,The Man from Texas,1915,5.2,55,"Mix, Tom"
2029155,Dizzy Heights and Daring Hearts,1915,6.0,52,"Wright, Walter"
2082105,Fatty's Reckless Fling,1915,6.2,49,"Arbuckle, Roscoe 'Fatty'"
1953266,Ceux de chez nous,1915,7.4,46,"Guitry, Sacha"
2700419,Tysyacha vtoraya khitrost,1915,6.2,45,"Bauer, Yevgeni"
2036754,Down on the Phoney Farm,1915,5.8,45,"Terry, Paul"
2030017,Do-Re-Mi-Boom!,1915,5.5,43,"Wright, Walter"
1980564,Court House Crooks,1915,5.8,43,"Sterling, Ford"
1916812,Black Eyes,1915,5.5,43,"Louis, Willard"
2742102,When Love Took Wings,1915,6.2,43,"Arbuckle, Roscoe 'Fatty'"
2147926,Her Painted Hero,1915,4.9,42,"Jones, F. Richard"
2016356,Deti veka,1915,6.5,42,"Bauer, Yevgeni"
1822069,A Bird's a Bird,1915,5.3,42,"Wright, Walter"
2027259,Dirty Work in a Laundry,1915,5.5,42,"Sterling, Ford"
2132220,Gussle's Day of Rest,1915,5.1,41,"Jones, F. Richard"
2280031,Les vampires: La tête coupée,1915,7.1,40,"Feuillade, Louis"
2140640,Hash House Mashers,1915,5.7,40,"Sennett, Mack"
1971407,Colonel Heeza Liar at the Bat,1915,4.8,40,"Bray, John Randolph"
2280032,Les vampires: Le cryptogramme rouge,1915,7.1,39,"Feuillade, Louis"
2305596,Maciste,1915,6.4,39,"Denizot, Vincenzo"
2280030,Les vampires: La bague qui tue,1915,6.9,38,"Feuillade, Louis"
1822745,A Butterfly on the Wheel,1915,6.6,37,"Tourneur, Maurice"
2699870,Two Spot Joe,1915,2.2,37,"MacDonald, Donald"
2071532,Evangeliemandens liv,1915,6.2,36,Holger-Madsen
2064826,Enoch Arden,1915,6.3,35,"Cabanne, Christy"
2640657,The Pitch o' Chance,1915,6.7,33,"Borzage, Frank"
1830373,A Lover's Lost Control,1915,6.0,32,"Chaplin, Syd"
1959891,Children of Eve,1915,6.2,29,"Collins, John H."
2670416,Their One Love,1915,6.2,29,"Harvey, Jack"
2143934,Hearts in Exile,1915,5.0,28,"Young, James"
1893788,Balgaran e galant,1915,7.7,27,"Gendov, Vassil"
2416156,Peanuts and Bullets,1915,5.8,26,"Cogley, Nick"
2098003,Four Feathers,1915,7.2,26,"Dawley, J. Searle"
2193292,Intolerance: Love's Struggle Throughout the Ages,1916,8.1,8533,"Griffith, D.W."
2646939,The Rink,1916,7.1,1700,"Chaplin, Charles"
2639023,The Pawnshop,1916,7.1,1606,"Chaplin, Charles"
2393950,One A.M.,1916,7.3,1584,"Chaplin, Charles"
2663642,The Vagabond,1916,7.0,1223,"Chaplin, Charles"
1903459,Behind the Screen,1916,7.0,1158,"Chaplin, Charles"
2604373,The Fireman,1916,6.5,1137,"Chaplin, Charles"
2605204,The Floorwalker,1916,6.7,1081,"Chaplin, Charles"
2593140,The Count,1916,6.7,1012,"Chaplin, Charles"
1815173,"20,000 Leagues Under the Sea",1916,7.2,963,"Paton, Stuart"
2431019,Police,1916,6.6,697,"Chaplin, Charles"
2159800,Hoodoo Ann,1916,7.2,657,"Ingraham, Lloyd"
2211824,Judex,1916,6.1,538,"Feuillade, Louis"
2633838,The Mystery of the Leaping Fish,1916,7.0,489,"Cabanne, Christy"
2122413,Going Straight,1916,7.0,487,"Franklin, Chester M."
2590162,The Children in the House,1916,7.0,484,"Franklin, Chester M."
2630215,The Matrimaniac,1916,7.0,480,"Powell, Paul"
2461581,Reggie Mixes In,1916,6.9,462,"Cabanne, Christy"
2145896,Hell's Hinges,1916,6.3,449,"Smith, Clifford"
2653732,The Social Secretary,1916,6.9,427,"Emerson, John"
2128859,Gretchen the Greenhorn,1916,7.0,390,"Franklin, Chester M."
2208028,Joan the Woman,1916,6.3,275,"DeMille, Cecil B."
2424187,Pikovaya dama,1916,6.4,233,"Protazanov, Yakov"
2525788,Snow White,1916,6.1,224,"Dawley, J. Searle"
2742945,Where Are My Children?,1916,6.1,219,"Smalley, Phillips"
2767558,Zhizn za zhizn,1916,5.9,208,"Bauer, Yevgeni"
2082065,Fatty and Mabel Adrift,1916,7.0,204,"Arbuckle, Roscoe 'Fatty'"
2142405,He Did and He Didn't,1916,6.5,144,"Arbuckle, Roscoe 'Fatty'"
1966295,Civilization,1916,6.4,135,"West, Raymond B."
2044971,Dödskyssen,1916,6.0,134,"Sjöström, Victor"
2720673,Verdens undergang,1916,6.5,112,"Blom, August"
2174355,I'm Insured,1916,6.0,106,"Palmer, Harry"
2665149,The Waiters' Ball,1916,6.9,102,"Arbuckle, Roscoe 'Fatty'"
2169055,Hævnens Nat,1916,6.9,91,"Christensen, Benjamin"
1832151,A Natural Born Gambler,1916,5.8,91,"Williams, Bert"
2395686,One Too Many,1916,4.3,90,"Louis, Willard"
2595058,The Danger Girl,1916,7.1,89,"Badger, Clarence G."
2747158,Wife and Auto Trouble,1916,5.5,83,"Henderson, Dell"
1923413,Bobby Bumps Starts a Lodge,1916,5.4,83,"Hurd, Earl"
2302033,Luke's Movie Muddle,1916,5.3,79,"Roach, Hal"
1940997,C'est pour les orphelins,1916,5.3,79,"Feuillade, Louis"
2751457,Wo ist mein Schatz?,1916,6.4,75,"Lubitsch, Ernst"
2153217,His Bitter Pill,1916,5.6,74,"Hibbard, Fred"
2451912,"R.F.D. 10,000 B.C.",1916,6.0,72,"O'Brien, Willis H."
2367465,Never Again! The Story of a Speeder Cop.,1916,4.8,72,"Powers, Tom E."
2146512,Help!,1916,4.5,69,"Drew, Sidney"
2639871,The Phable of the Phat Woman,1916,4.5,67,"Barre, Raoul"
2092363,Flirting with Fate,1916,6.5,65,"Cabanne, Christy"
2636137,The Ocean Waif,1916,7.0,63,"Guy, Alice"
2639869,The Phable of a Busted Romance,1916,4.9,61,"Barre, Raoul"
1831931,A Movie Star,1916,6.1,59,"Hibbard, Fred"
2153918,His Picture in the Papers,1916,6.4,59,"Emerson, John"
2493362,Schuhpalast Pinkus,1916,6.3,58,"Lubitsch, Ernst"
2597373,The Devil's Needle,1916,7.1,56,"Withey, Chester"
2657446,The Surf Girl,1916,5.7,49,"Edwards, Harry"
2577844,The Americano,1916,6.0,45,"Emerson, John"
2178847,Il fuoco (la favilla - la vampa - la cenere),1916,6.8,45,"Pastrone, Giovanni"
2677611,Tigre reale,1916,6.8,43,"Pastrone, Giovanni"
2058780,Eleanor's Catch,1916,5.7,43,"Madison, Cleo"
2646235,The Return of Draw Egan,1916,6.6,41,"Hart, William S."
2153488,His First Tooth,1916,5.3,38,"Drew, Sidney"
2280034,Les vampires: Le spectre,1916,7.0,36,"Feuillade, Louis"
2335817,Mirazhi,1916,6.5,36,"Chardynin, Pyotr"
2313861,Manhattan Madness,1916,6.3,35,"Dwan, Allan"
2437496,Prehistoric Poultry,1916,5.1,35,"O'Brien, Willis H."
2724758,Vingarne,1916,6.3,35,"Stiller, Mauritz"
2306393,Madcap Ambrose,1916,5.3,34,"Hibbard, Fred"
2380875,Nugget Jim's Pardner,1916,6.3,32,"Borzage, Frank"
2280029,Les vampires: L'évasion du mort,1916,7.3,32,"Feuillade, Louis"
2018541,Diana the Huntress,1916,5.1,31,"Allen, Charles W."
2280037,Les vampires: Satanas,1916,7.5,31,"Feuillade, Louis"
2662803,The Undertow,1916,4.0,30,"Thorne, Frank"
2032182,Domestic Difficulties,1916,5.2,30,"Fisher, Bud"
2527905,Sold for Marriage,1916,6.5,30,"Cabanne, Christy"
2280028,Les vampires: L'homme des poisons,1916,7.5,29,"Feuillade, Louis"
2228240,King Lear,1916,5.9,29,"Warde, Ernest C."
2280033,Les vampires: Le maître de la foudre,1916,7.6,29,"Feuillade, Louis"
2289791,Live Wires and Love Sparks,1916,3.7,29,"Lehrman, Henry"
2280035,Les vampires: Les noces sanglantes,1916,7.6,29,"Feuillade, Louis"
2280036,Les vampires: Les yeux qui fascinent,1916,7.6,29,"Feuillade, Louis"
2101983,Friday the 13th,1916,5.5,28,"Chautard, Emile"
2158995,"Homunculus, 1. Teil",1916,6.1,28,"Rippert, Otto"
1861142,American Aristocracy,1916,6.4,28,"Ingraham, Lloyd"
2640374,The Pilgrim,1916,6.9,28,"Borzage, Frank"
2611996,The Half-Breed,1916,7.4,27,"Dwan, Allan"
2219873,Kapten Groggs underbara resa,1916,6.4,25,"Bergdahl, Victor"
2511629,Shoes,1916,6.8,25,"Weber, Lois"
2238665,Kärlek och journalistik,1916,5.9,25,"Stiller, Mauritz"
2260627,Lady Windermere's Fan,1916,5.4,25,"Paul, Fred"
2432430,Poor Little Peppina,1916,6.8,25,"Olcott, Sidney"
2321592,Max entre deux feux,1916,7.1,25,"Linder, Max"
1962757,Christus,1916,5.9,23,"Antamoro, Giulio"
2158998,"Homunculus, 4. Teil - Die Rache des Homunculus",1916,6.6,22,"Rippert, Otto"
1886607,Avatar,1916,6.9,21,"Gallone, Carmine"
2602575,The Fall of a Nation,1916,6.0,20,"Dixon Jr., Thomas F."
1893774,Balettprimadonnan,1916,5.8,19,"Stiller, Mauritz"
2086408,Fighting the War,1916,6.2,19,"Thompson, Donald C."
2154158,His Wife's Mistakes,1916,7.5,19,"Arbuckle, Roscoe 'Fatty'"
2599545,The Dumb Girl of Portici,1916,6.3,19,"Smalley, Phillips"
1824730,A Daughter of the Gods,1916,7.8,18,"Brenon, Herbert"
2616096,The Immigrant,1917,7.8,3646,"Chaplin, Charles"
2046333,Easy Street,1917,7.7,2382,"Chaplin, Charles"
2576430,The Adventurer,1917,7.5,1740,"Chaplin, Charles"
2594456,The Cure,1917,7.3,1678,"Chaplin, Charles"
1975345,Coney Island,1917,6.5,775,"Arbuckle, Roscoe 'Fatty'"
2641383,The Poor Little Rich Girl,1917,6.9,740,"Tourneur, Maurice"
2587781,The Butcher Boy,1917,6.5,705,"Arbuckle, Roscoe 'Fatty'"
2571637,Terje Vigen,1917,7.0,625,"Sjöström, Victor"
2648136,The Rough House,1917,5.8,552,"Arbuckle, Roscoe 'Fatty'"
1834776,A Romance of the Redwoods,1917,7.1,549,"DeMille, Cecil B."
2458621,Rebecca of Sunnybrook Farm,1917,7.6,521,"Neilan, Marshall"
2703586,Umirayushchii lebed,1917,6.5,472,"Bauer, Yevgeni"
2154113,His Wedding Night,1917,6.0,451,"Arbuckle, Roscoe 'Fatty'"
2624185,The Little American,1917,7.0,444,"Levering, Joseph"
2624481,The Little Princess,1917,7.2,438,"Neilan, Marshall"
2677954,Tillie Wakes Up,1917,7.3,387,"Davenport, Harry"
2388597,Oh Doctor!,1917,6.0,385,"Arbuckle, Roscoe 'Fatty'"
2747367,Wild and Woolly,1917,6.9,363,"Emerson, John"
1995985,Das fidele Gefängnis,1917,5.8,333,"Lubitsch, Ernst"
2568158,Teddy at the Throttle,1917,7.8,325,"Badger, Clarence G."
1935375,Bucking Broadway,1917,5.8,264,"Ford, John"
1967478,Cleopatra,1917,5.8,217,"Edwards, J. Gordon"
2545979,Straight Shooting,1917,6.1,212,"Ford, John"
1831582,A Modern Musketeer,1917,6.6,164,"Dwan, Allan"
1809455,'49-'17,1917,5.6,132,"Baldwin, Ruth Ann"
1834440,A Reckless Romeo,1917,6.4,126,"Arbuckle, Roscoe 'Fatty'"
2657144,The Sultan's Wife,1917,7.1,82,"Badger, Clarence G."
1940017,By the Sad Sea Waves,1917,5.9,81,"Goulding, Alfred J."
2673647,Thomas Graals bästa film,1917,6.5,80,"Stiller, Mauritz"
1827533,A Girl's Folly,1917,6.7,80,"Tourneur, Maurice"
1823702,A Clever Dummy,1917,6.0,77,"Raymaker, Herman C."
2683303,Tom Sawyer,1917,6.5,74,"Taylor, William Desmond"
1855003,All Aboard,1917,6.2,64,"Goulding, Alfred J."
2669489,The Wrong Mr. Fox,1917,5.7,62,"Jackson, Harry"
1952459,Cenere,1917,6.7,61,"Ambrosio, Arturo"
2650222,The Secret Game,1917,6.4,58,"de Mille, William C."
1837056,A Tale of Two Cities,1917,6.5,57,"Lloyd, Frank"
2614112,The Hobo,1917,5.4,57,"Gillstrom, Arvid E."
2700931,Tösen från Stormyrtorpet,1917,7.1,53,"Sjöström, Victor"
1898086,Bashful,1917,6.7,52,"Goulding, Alfred J."
2292564,"Lonesome Luke, Messenger",1917,5.9,50,"Roach, Hal"
1923414,Bobby Bumps Starts for School,1917,6.3,49,"Hurd, Earl"
2573277,Thais,1917,5.4,49,"Bragaglia, Anton Giulio"
2152188,Hilde Warren und der Tod,1917,6.1,48,"May, Joe"
2106150,Furcht,1917,6.7,46,"Wiene, Robert"
1919816,Bliss,1917,5.1,46,"Goulding, Alfred J."
2583230,The Big Idea,1917,6.4,45,"Mohr, Hal"
2764988,Za schastem,1917,7.1,45,"Bauer, Yevgeni"
2489432,Satana likuyushchiy,1917,7.0,44,"Protazanov, Yakov"
1831754,A Mormon Maid,1917,6.6,44,"Leonard, Robert Z."
2320439,Mater dolorosa,1917,6.2,43,"Gance, Abel"
2613085,The Heart of Texas Ryan,1917,5.4,42,"Martin, E.A."
2453247,"Raffles, the Amateur Cracksman",1917,7.0,41,"Irving, George"
2467014,Revolyutsioner,1917,6.6,39,"Bauer, Yevgeni"
2642293,The Pride of the Clan,1917,7.0,39,"Tourneur, Maurice"
2652339,The Silent Man,1917,6.3,38,"Hart, William S."
2605154,The Flirt,1917,6.3,38,"Gilbert, Billy"
2148083,Her Torpedoed Love,1917,5.8,37,"Griffin, Frank"
2058487,El último Malon,1917,6.7,36,"Greca, Alcides"
2311593,Malombra,1917,6.7,36,"Gallone, Carmine"
2250405,La guerra ed il sogno di Momi,1917,6.9,35,"Pastrone, Giovanni"
2404135,Over the Fence,1917,5.7,34,"Lloyd, Harold"
2457655,Reaching for the Moon,1917,6.3,34,"Emerson, John"
2634113,The Narrow Trail,1917,7.1,33,"Hillyer, Lambert"
2649364,The Scarlet Car,1917,5.4,31,"De Grasse, Joseph"
2590661,The Cinderella Man,1917,7.0,30,"Tucker, George Loane"
2660333,The Tornado,1917,5.6,29,"Ford, John"
1888077,Az ezredes,1917,7.2,28,"Curtiz, Michael"
1824186,A Country Hero,1917,7.0,27,"Arbuckle, Roscoe 'Fatty'"
2067964,Es werde Licht! 1. Teil,1917,5.8,26,"Oswald, Richard"
2346957,Move On,1917,5.0,26,"Pratt, Gilbert"
2502660,Seven Keys to Baldpate,1917,6.6,25,"Ford, Hugh"
1852382,Aladdin and the Wonderful Lamp,1917,6.0,25,"Franklin, Sidney"
2051943,El apóstol,1917,6.7,25,"Cristiani, Quirino"
1987181,Cupid's Rival,1917,5.0,25,"Gillstrom, Arvid E."
2382375,När Kapten Grogg skulle porträtteras,1917,6.9,24,"Bergdahl, Victor"
2183691,In Another Girl's Shoes,1917,6.8,24,"Butler, Alexander"
2178690,Il Fauno,1917,7.0,23,"Mari, Febo"
2321663,Max in a Taxi,1917,6.4,23,"Linder, Max"
2660715,The Trail of Hate,1917,5.5,22,"Ford, John"
2149701,Het geheim van Delft,1917,6.7,21,"Binger, Maurits"
2720046,Vengeance - and the Woman,1917,6.4,21,"Duncan, William"
2712248,Until They Get Me,1917,7.3,20,"Borzage, Frank"
2649675,The Scrapper,1917,4.7,20,"Ford, John"
1958393,Cheyenne's Pal,1917,4.5,20,"Ford, John"
1907234,Bestia,1917,6.0,20,"Hertz, Aleksander"
2683138,Tom and Jerry,1917,6.5,20,"Mix, Tom"
2321781,Max Wants a Divorce,1917,6.6,20,"Linder, Max"
1907601,Betsy Ross,1917,5.9,19,"Cowl, George"
2633532,The Musical Marvel,1917,4.9,19,"Turpin, Ben"
2305601,Maciste alpino,1917,6.4,18,"Pastrone, Giovanni"
2650354,The Secret Man,1917,4.1,18,"Ford, John"
1888129,Az utolsó hajnal,1917,6.7,18,"Curtiz, Michael"
2381682,Nuts in May,1917,6.6,18,"Williamson, Robin"
2395701,One Touch of Nature,1917,5.9,17,"Griffith, Edward H."
